timestamp,symbol,binance_pair,drift_pair,bina_price,drift_price,gap_perc
2022-04-21 20:45:35,MATIC,MATICUSDT,6,1.43118201,1.4324779559712744,-0.0905507449240834
2022-04-21 20:45:35,ATOM,ATOMUSDT,7,24.27412867,24.32457163362159,-0.2078054553774091
2022-04-21 20:45:35,DOT,DOTUSDT,8,18.92020929,18.94754500719386,-0.144478936648489
2022-04-21 20:45:35,ADA,ADAUSDT,9,0.9437,0.9437203968316408,-0.0021613681933654
2022-04-21 20:45:35,ALGO,ALGOUSDT,10,0.7503,0.7509242361830079,-0.083198211783005
2022-04-21 20:45:35,FTT,FTTUSDT,11,43.3543614,43.42304106356693,-0.1584146585236643
2022-04-21 20:45:35,LTC,LTCUSDT,12,111.04915773,111.2120839138598,-0.1467153710935307
2022-04-21 20:45:35,XRP,XRPUSDT,13,0.7515,0.7532435391577486,-0.2320078719559026
2022-04-21 20:45:35,APE,APEUSDT,14,15.07195772,15.057658567447548,0.0948725627957231
2022-04-21 20:45:35,DOGE,DOGEUSDT,15,0.13893895,0.1391031788154839,-0.1182021423682663
2022-04-21 20:45:35,NEAR,NEARUSDT,16,16.30380546,16.331377557858264,-0.1691144924779098
2022-04-21 20:45:40,SOL,SOLUSDT,0,106.32759424,106.42162886926414,-0.0884385938911502
2022-04-21 20:45:40,BTC,BTCUSDT,1,41559.99472598,41622.65824905016,-0.1507784673297502
2022-04-21 20:45:40,ETH,ETHUSDT,2,3064.24504828,3068.6104666113824,-0.1424630949092276
2022-04-21 20:45:40,LUNA,LUNAUSDT,3,97.30692905,97.33667848227353,-0.0305727789007161
2022-04-21 20:45:40,AVAX,AVAXUSDT,4,77.74,77.82798224815775,-0.1131750040619471
2022-04-21 20:45:40,BNB,BNBUSDT,5,417.07,417.28763178058426,-0.0521811160199175
2022-04-21 20:45:40,MATIC,MATICUSDT,6,1.43112561,1.4324779559712744,-0.094495267349336
2022-04-21 20:45:40,ATOM,ATOMUSDT,7,24.26809388,24.32258017425205,-0.2245182276015137
2022-04-21 20:45:40,DOT,DOTUSDT,8,18.91463458,18.94754500719386,-0.1739945176030901
2022-04-21 20:45:40,ADA,ADAUSDT,9,0.9437,0.9437203968316408,-0.0021613681933654
2022-04-21 20:45:40,ALGO,ALGOUSDT,10,0.7503,0.7509242361830079,-0.083198211783005
2022-04-21 20:45:40,FTT,FTTUSDT,11,43.35317547,43.42304106356693,-0.16115450093218
2022-04-21 20:45:40,LTC,LTCUSDT,12,111.03,111.2120839138598,-0.1639952389983006
2022-04-21 20:45:40,XRP,XRPUSDT,13,0.7515,0.7532435391577486,-0.2320078719559026
2022-04-21 20:45:40,APE,APEUSDT,14,15.071,15.057658567447548,0.0885238706950516
2022-04-21 20:45:40,DOGE,DOGEUSDT,15,0.13894197,0.1391031788154839,-0.1160260038662053
2022-04-21 20:45:40,NEAR,NEARUSDT,16,16.307,16.331377557858264,-0.1494913709343575
2022-04-21 20:45:45,SOL,SOLUSDT,0,106.33856256,106.42162886926414,-0.0781149446300547
2022-04-21 20:45:45,BTC,BTCUSDT,1,41556.1,41614.994251708216,-0.1417222783375191
2022-04-21 20:45:45,ETH,ETHUSDT,2,3064.25098051,3068.6104666113824,-0.1422692243262985
2022-04-21 20:45:45,LUNA,LUNAUSDT,3,97.29293133,97.3092689826104,-0.016792229802363
2022-04-21 20:45:45,AVAX,AVAXUSDT,4,77.74,77.82798224815775,-0.1131750040619471
2022-04-21 20:45:45,BNB,BNBUSDT,5,417.05818771,417.28763178058426,-0.0550148821784502
2022-04-21 20:45:45,MATIC,MATICUSDT,6,1.43114523,1.4324779559712744,-0.093123041836524
2022-04-21 20:45:45,ATOM,ATOMUSDT,7,24.26626766,24.319316726248573,-0.2186123840380178
2022-04-21 20:45:45,DOT,DOTUSDT,8,18.917,18.94754500719386,-0.1614685584070307
2022-04-21 20:45:45,ADA,ADAUSDT,9,0.94351147,0.9437203968316408,-0.0221435391390371
2022-04-21 20:45:45,ALGO,ALGOUSDT,10,0.75021657,0.7509242361830079,-0.0943282528414271
2022-04-21 20:45:45,FTT,FTTUSDT,11,43.35,43.42304106356693,-0.168491496117476
2022-04-21 20:45:45,LTC,LTCUSDT,12,111.04858524,111.2120839138598,-0.1472316585631992
2022-04-21 20:45:45,XRP,XRPUSDT,13,0.7513,0.7532435391577486,-0.2586901580924512
2022-04-21 20:45:45,APE,APEUSDT,14,15.07,15.057658567447548,0.0818940448072448
2022-04-21 20:45:45,DOGE,DOGEUSDT,15,0.13893909,0.1391031788154839,-0.1181012596843642
2022-04-21 20:45:45,NEAR,NEARUSDT,16,16.31157193,16.333840650774892,-0.1365209979176581
2022-04-21 20:45:50,SOL,SOLUSDT,0,106.32,106.42162886926414,-0.0955877250415224
2022-04-21 20:45:50,BTC,BTCUSDT,1,41553.91552046,41614.994251708216,-0.1469867050630643
2022-04-21 20:45:50,ETH,ETHUSDT,2,3064.201294,3068.6104666113824,-0.1438930471054906
2022-04-21 20:45:50,LUNA,LUNAUSDT,3,97.28719233,97.3092689826104,-0.0226922497007724
2022-04-21 20:45:50,AVAX,AVAXUSDT,4,77.73,77.82798224815775,-0.1260546097488081
2022-04-21 20:45:50,BNB,BNBUSDT,5,417.00732617,417.28763178058426,-0.0672183899402268
2022-04-21 20:45:50,MATIC,MATICUSDT,6,1.43108247,1.4324779559712744,-0.0975126172340276
2022-04-21 20:45:50,ATOM,ATOMUSDT,7,24.26613048,24.319316726248573,-0.2191789345747057
2022-04-21 20:45:50,DOT,DOTUSDT,8,18.915,18.94754500719386,-0.1720592502979669
2022-04-21 20:45:50,ADA,ADAUSDT,9,0.94324987,0.9437203968316408,-0.0498835829832372
2022-04-21 20:45:50,ALGO,ALGOUSDT,10,0.7502,0.7509242361830079,-0.0965390806462111
2022-04-21 20:45:50,FTT,FTTUSDT,11,43.35,43.42304106356693,-0.168491496117476
2022-04-21 20:45:50,LTC,LTCUSDT,12,111.04846324,111.2120839138598,-0.1473416822583041
2022-04-21 20:45:50,XRP,XRPUSDT,13,0.7513,0.7532435391577486,-0.2586901580924512
2022-04-21 20:45:50,APE,APEUSDT,14,15.07442795,15.057658567447548,0.1112439066216902
